,placekey,location_name,top_category,naics_code,poi_cbg
3715,zzy-22n@628-pmf-6x5,Jimmy John's,Restaurants and Other Eating Places,722513,421010369002.0
3716,zzz-222@628-pfv-mff,CarpenterS Woods Park,"Museums, Historical Sites, and Similar Institutions",712190,421010386001.0
3717,zzz-222@628-pj6-ndv,Zeihler Playground,Other Amusement and Recreation Industries,713990,421010273002.0
3718,zzz-222@628-pj9-q2k,Girls High School For,"Museums, Historical Sites, and Similar Institutions",712190,421010278003.0
3719,zzz-222@628-pjf-nh5,Water Tower Recreation Center,"Museums, Historical Sites, and Similar Institutions",712190,421010387001.0
3720,zzz-222@628-pm4-r8v,Dickinson Square,"Museums, Historical Sites, and Similar Institutions",712190,421010027023.0
3721,zzw-223@628-p9k-nkf,Red Lion Shopping Plaza,Lessors of Real Estate,531120,421010355001.0
3722,zzw-223@628-php-75z,Enon Coulter Community Dev Corp,Child Day Care Services,624410,421010260001.0
3723,zzw-224@628-p7x-5vf,Maternity Care Coalition,Printing and Related Support Activities,3231,421010314023.0
3724,zzw-224@628-p8d-zj9,Dunkin',Restaurants and Other Eating Places,722515,421010298004.0
3725,zzw-224@628-pgj-cqz,Tropical Smoothie Café,Restaurants and Other Eating Places,722515,421010147002.0
3726,zzw-224@628-pgj-qpv,Busy Stage Screen Printing,Printing and Related Support Activities,3231,421010162002.0
3727,zzw-224@628-pzp-b6k,Gulliford John R Vmd,"Other Professional, Scientific, and Technical Services",541940,421010365012.0
3728,zzw-225@63s-dvx-92k,Gaudenzia House of Passage,"Community Food and Housing, and Emergency and Other Relief Services",624221,421010104004.0
3729,zzw-227@628-pmf-jqf,Philadelphia Fire Department Engine 43,"Justice, Public Order, and Safety Activities",922160,421010004011.0
3730,zzw-22c@628-pmf-mtv,Travelex Currency Services,Activities Related to Credit Intermediation,522390,421010004022.0
3731,zzw-22g@628-pmb-7yv,Hatville Deli,Restaurants and Other Eating Places,722511,421010005001.0
3732,zzy-222@628-p8m-gp9,Amy's Hair braiding,Personal Care Services,81211,421010302002.0
3733,zzy-222@628-pp4-r49,GNC (General Nutrition Centers),Health and Personal Care Stores,446191,421010378001.0
3734,zzy-223@628-pfx-h3q,Saint Mary of the Assumption Cemetery,Death Care Services,812220,421010215004.0
3735,zzy-223@628-pgb-4gk,MrBeast Burger,Restaurants and Other Eating Places,722513,421010376002.0
3736,zzz-222@63s-dvw-sh5,Shepard Recreation Center,"Museums, Historical Sites, and Similar Institutions",712190,421010102002.0
3737,zzz-222@63s-dw2-hbk,Papa Playground,Other Amusement and Recreation Industries,713990,421019808001.0
3738,zzw-223@628-p7z-sdv,Oxford Circle Jewish Community Centre,Religious Organizations,813110,421010310006.0
3739,zzw-223@628-pmb-gp9,Libertine,Drinking Places (Alcoholic Beverages),722410,421010009011.0
3740,zzw-223@628-pmf-m8v,James Restaurant & Bar,Restaurants and Other Eating Places,722511,421010003001.0
3741,zzw-223@628-pnw-sbk,Rebel Rock Bar & Bites,Restaurants and Other Eating Places,722511,421010367001.0
3742,zzw-223@628-pp5-rx5,Decoo Restaurant,Restaurants and Other Eating Places,722511,421010177022.0
3743,zzw-224@628-pm9-t7q,Bryn and Dane's,Restaurants and Other Eating Places,722515,421010006001.0
3744,zzw-224@628-pmf-mrk,sweetgreen,Restaurants and Other Eating Places,722513,421010004022.0
3745,zzw-224@63s-dw2-7h5,West Philadelphia VA Clinic,Offices of Physicians,621111,421010083011.0
3746,zzw-225@628-pgb-swk,Wice David H Rabbi,Religious Organizations,813110,421010132002.0
3747,zzw-225@628-pmf-kfz,The Rittenhouse Hotel,Traveler Accommodation,721110,421010008034.0
3748,zzw-228@628-pgb-swk,Congregation Beth Ahavah Inc Of Phila,Religious Organizations,813110,421010132002.0
3749,zzw-22g@628-pmf-n5z,Milk House,Restaurants and Other Eating Places,722511,421010004022.0
3750,zzw-22s@628-pmf-n3q,Dunkin',Restaurants and Other Eating Places,722515,421010004022.0
3751,zzw-23b@628-pmf-jd9,Chestnut Diner,Restaurants and Other Eating Places,722511,421010007002.0
3752,zzy-222@628-p85-6c5,Louis H Farrell After School Program,Child Day Care Services,624410,421010337012.0
3753,zzy-222@628-pg8-ygk,Glendinning Rock Garden,"Museums, Historical Sites, and Similar Institutions",712190,421019800001.0
3754,zzy-222@628-pj2-87q,Odriscoll Wm J Serv Sta,Automotive Repair and Maintenance,8111,421010192001.0
3755,zzy-222@628-pm3-syv,Seperatist Beer Project,Beverage Manufacturing,312120,421010029001.0
3756,zzy-224@628-pm9-v2k,Tomb of the Unknown Revolutionary Soldier,"Museums, Historical Sites, and Similar Institutions",712120,421010009021.0
3757,zzz-222@63s-dvq-hh5,Bryant William Cullen,"Museums, Historical Sites, and Similar Institutions",712190,421010083021.0
3758,zzz-222@63s-dvx-hqz,Conestoga Community Playground,Other Amusement and Recreation Industries,713990,421010111004.0
3759,zzz-222@63s-dw8-h3q,Pepper School Playground,Other Amusement and Recreation Industries,713990,421010056001.0
3760,zzz-223@628-pm9-t35,Independance Mall,"Museums, Historical Sites, and Similar Institutions",712190,421010010023.0
3761,zzw-223@628-pmb-v75,Khyber Pass Pub,Restaurants and Other Eating Places,722511,421010001001.0
3762,zzw-224@628-pm9-f9f,ACME Sav-on Pharmacy,Health and Personal Care Stores,446110,421010038002.0
3763,zzw-224@628-pp2-qxq,Subway,Restaurants and Other Eating Places,722513,421010382002.0
3764,zzw-227@628-pmb-94v,Spencer's,"Office Supplies, Stationery, and Gift Stores",453220,421010005001.0
3765,zzw-228@628-pm9-x89,Third Circuit Librarian James A Byrne United States Courthouse,"Justice, Public Order, and Safety Activities",922110,421010001002.0
3766,zzy-222@628-ph6-26k,Tysoulfood & Catering,Special Food Services,722320,421010101001.0
3767,zzy-222@628-pjf-vmk,Vitality Studio,Other Amusement and Recreation Industries,713940,421010231001.0
3768,zzy-225@628-pmb-249,Rare Co Vintage,Used Merchandise Stores,453310,421010017002.0
3769,zzz-222@628-pj2-g6k,Piccoli Playground,Other Amusement and Recreation Industries,713990,421010190003.0
3770,zzz-222@628-pmb-q75,Irish Memorial,"Museums, Historical Sites, and Similar Institutions",712190,421010366001.0
3771,zzw-223@628-php-9j9,United States Postal Service (USPS),Postal Service,491110,421010259001.0
3772,zzw-223@628-pmf-vvf,Cucina Italiana,Restaurants and Other Eating Places,722511,421019800001.0
3773,zzw-223@63s-dvx-2p9,Community Council For Mental Health and Mental Retardation,Offices of Other Health Practitioners,621330,421010104002.0
3774,zzw-224@628-p82-nqz,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",452319,421010311012.0
3775,zzw-224@628-phz-nnq,El Coqui Panaderia,Restaurants and Other Eating Places,722511,421010192002.0
3776,zzw-224@628-pj6-mtv,Conway,Department Stores,452210,421010273001.0
3777,zzw-225@628-pmb-7bk,Level Up Bar & Lounge,Drinking Places (Alcoholic Beverages),722410,421010009012.0
3778,zzw-227@628-pmb-8y9,Master Wok,Restaurants and Other Eating Places,722511,421010005001.0
3779,zzw-228@628-pm4-k2k,Ga Vang,Restaurants and Other Eating Places,722511,421010024002.0
3780,zzw-22b@628-ph8-rx5,Beneficial Bank,Depository Credit Intermediation,522110,421010098023.0
3781,zzw-22f@628-pm5-bzf,Cafe Hai Van,Restaurants and Other Eating Places,722511,421010372004.0
3782,zzw-22p@628-pmb-8qf,Mama Deluca's,Restaurants and Other Eating Places,722511,421010006001.0
3783,zzy-222@628-p78-fvf,Frankford Podiatry Assocs,Offices of Physicians,621111,421010353011.0
3784,zzy-222@628-p9w-zj9,Lumar Center,Lessors of Real Estate,531120,421010358001.0
3785,zzy-222@628-pgy-kfz,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",452319,421010384002.0
3786,zzy-222@628-phz-nh5,Coca Cola,Management of Companies and Enterprises,551114,421010383001.0
3787,zzy-222@63s-dvw-zcq,Presidental Plan,Offices of Dentists,621210,421010095003.0
3788,zzy-222@63s-dwf-pd9,Enriched After School Club,Child Day Care Services,624410,421010055002.0
3789,zzy-223@628-pg4-5xq,Zorro Credit Philadelphia,Activities Related to Credit Intermediation,522310,421010245001.0
3790,zzy-223@628-pnx-9xq,Cold n Dirty's,Drinking Places (Alcoholic Beverages),722410,421010158005.0
3791,zzy-224@628-pnx-5mk,Reef,Restaurants and Other Eating Places,722513,421010367001.0
3792,zzz-222@628-p9w-yn5,Somerton Woods,"Museums, Historical Sites, and Similar Institutions",712190,421010359001.0
3793,zzz-222@628-pfy-fs5,Gorgas Park,"Museums, Historical Sites, and Similar Institutions",712190,421010215003.0
3794,zzz-222@628-pnx-btv,Lederer Pool,"Museums, Historical Sites, and Similar Institutions",712190,421010158003.0
3795,zzw-223@628-ph6-p5f,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",452319,421010111005.0
3796,zzw-223@628-pjb-8qf,St Marks Lutheran Church,Religious Organizations,813110,421010277001.0
3797,zzw-223@628-pzp-b6k,Somerton Animal Hospital,"Other Professional, Scientific, and Technical Services",541940,421010365012.0
3798,zzw-223@63s-dvw-k2k,Huey Ost,Child Day Care Services,624410,421010080004.0
3799,zzw-224@628-phz-vvf,Movimiento Evangelistico Agua De Vida Inc,Religious Organizations,813110,421010192004.0
3800,zzw-225@628-p7b-cwk,Brick House Bar & Grille,Drinking Places (Alcoholic Beverages),722410,421010348032.0
3801,zzw-226@628-pmf-m8v,7-Eleven,Grocery Stores,445120,421010003001.0
3802,zzw-228@628-phz-zj9,Faaiza Kazmi MD St Christopher's Hospital,Offices of Physicians,621111,421010383001.0
3803,zzw-22c@628-p8m-v2k,Hung Vuong Food Market,Grocery Stores,445110,421010316003.0
3804,zzw-22f@628-pgf-2ff,Penn Medicine at University City Apothecary,Health and Personal Care Stores,446110,421010091002.0
3805,zzy-222@628-phy-bx5,S & K Imports,Grocery Stores,445110,421010383001.0
3806,zzy-222@628-pmd-tgk,Run Your Personal Best,Other Amusement and Recreation Industries,713940,421010013005.0
3807,zzy-223@63s-dvy-jqf,Tacos Don Memo,Restaurants and Other Eating Places,722511,421010088011.0
3808,zzy-224@628-pm4-yqf,Nam Son Bakery,Bakeries and Tortilla Manufacturing,311811,421010019003.0
3809,zzy-225@63s-dw9-8jv,Villa Fresh Italian Kitchen,Restaurants and Other Eating Places,722511,421019804001.0
3810,zzy-226@628-pnx-c89,Grady O's,Restaurants and Other Eating Places,722511,421010144002.0
3811,zzy-22h@628-pmb-7yv,Sweet As Fudge Candy Shoppe,Specialty Food Stores,445292,421010002001.0
3812,zzz-222@628-p8g-w8v,Bridesburg Recreation Center,"Museums, Historical Sites, and Similar Institutions",712190,421010184002.0
3813,zzz-222@628-p8h-rkz,Disston Park,"Museums, Historical Sites, and Similar Institutions",712190,421010323003.0
3814,zzz-222@628-pfx-jy9,Park And Open Space,"Museums, Historical Sites, and Similar Institutions",712190,421010214004.0
3815,zzz-222@628-pgh-ysq,11Th and Columbia Playground,Other Amusement and Recreation Industries,713990,421010146001.0
3816,zzw-223@628-pgh-xkf,Ecbacc,Book Stores and News Dealers,451211,421010166002.0
3817,zzw-223@63s-dvw-m6k,Julissa Dominican Hair Salon,Personal Care Services,81211,421010086022.0
3818,zzw-224@628-p8n-c5z,Papa John's,Restaurants and Other Eating Places,722513,421010317004.0
3819,zzw-224@628-p9w-p5f,Lewis Chapel St Andrew's Church,Religious Organizations,813110,421010358001.0
3820,zzw-226@628-p7v-dvz,Hibachi Grill & Supreme Buffet,Restaurants and Other Eating Places,722511,421010335002.0
3821,zzw-22g@628-phz-zj9,St Christopher& 039 S Pediatric Associates Hematology,Offices of Physicians,621111,421010383001.0
3822,zzy-222@628-pg4-b8v,Trinity United Methodist Church,Religious Organizations,813110,421010252006.0
3823,zzy-222@628-pm9-tn5,Philadelphia Jewelers,"Jewelry, Luggage, and Leather Goods Stores",448310,421010006001.0
3824,zzy-223@628-pg3-y5f,Greater Free Will Baptist Church,Religious Organizations,813110,421010247005.0
3825,zzy-223@628-pj5-5vf,St John's Memorial Baptist Church,Religious Organizations,813110,421010175004.0
3826,zzz-222@628-p9t-grk,Fairmount Drainage Right Of Way,"Museums, Historical Sites, and Similar Institutions",712190,421010364001.0
3827,zzw-223@628-p7x-mzf,Saints United Lutheran Church,Religious Organizations,813110,421010332002.0
3828,zzw-223@628-pgk-skf,Avenue Grill,Restaurants and Other Eating Places,722511,421010122031.0
3829,zzw-223@628-pmf-nnq,Saint Clements Church,Religious Organizations,813110,421010003002.0
3830,zzw-224@628-p85-k4v,Bill's Bottle Shoppe & Deli,Restaurants and Other Eating Places,722513,421010346001.0
3831,zzw-224@628-pfv-5cq,Joa Mart,Grocery Stores,445110,421010237003.0
3832,zzw-225@628-pp4-r49,IGA,Grocery Stores,445110,421010378001.0
3833,zzw-226@628-pgm-5s5,,,0,421010170003.0
3834,zzw-226@628-pmb-5s5,Airs Appliances,Electronics and Appliance Stores,443141,421010005001.0
3835,zzw-227@628-ph8-rkz,Advanced Diagnostics,Medical and Diagnostic Laboratories,6215,421010098023.0
3836,zzw-22d@628-pmb-7qz,Everything Fresh,Grocery Stores,445110,421010009011.0
3837,zzw-22f@628-pmb-7nq,Woody's,Drinking Places (Alcoholic Beverages),722410,421010009012.0
3838,zzw-22h@628-pmf-vvf,Saladworks,Restaurants and Other Eating Places,722513,421019800001.0
3839,zzy-222@628-ph6-pd9,Popeyes Louisiana Kitchen,Restaurants and Other Eating Places,722513,421010113001.0
3840,zzy-222@628-pnt-3wk,Port Richmond Village,Lessors of Real Estate,531120,421010378001.0
3841,zzz-222@628-p7b-pgk,Wooden Bridge Run,"Museums, Historical Sites, and Similar Institutions",712190,421010348022.0
3842,zzz-222@628-pp5-7t9,Norris Square,"Museums, Historical Sites, and Similar Institutions",712190,421010162001.0
3843,zzw-223@628-p82-4jv,Chiropractic Trauma & Rehabilitation Center,Offices of Other Health Practitioners,621310,421010305011.0
3844,zzw-223@628-ph8-pn5,CVS,Health and Personal Care Stores,446110,421010098012.0
3845,zzw-223@628-pmv-vvf,Lincoln Financial Field,Spectator Sports,711211,421019806001.0
3846,zzw-223@628-pp4-qmk,Cold Stone Creamery,Restaurants and Other Eating Places,722515,421010160003.0
3847,zzw-225@628-p9w-y5f,Melody Restaurant,Restaurants and Other Eating Places,722511,421010359001.0
3848,zzw-22b@628-pm5-bzf,Blink Fitness,Other Amusement and Recreation Industries,713940,421010372004.0
3849,zzy-222@628-p7w-xnq,Apple Child Care Center,Child Day Care Services,624410,421010315023.0
3850,zzy-222@628-pjg-gkz,Senior Helpers,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,623312,421010257001.0
3851,zzy-223@628-pm9-yn5,MindEscape,Other Amusement and Recreation Industries,713990,421010010021.0
3852,zzy-223@628-pnw-st9,Airis Sushi Bar & Lounge,Restaurants and Other Eating Places,722511,421010367001.0
3853,zzz-222@628-p8h-qs5,Dorsey Playground,Other Amusement and Recreation Industries,713990,421010323003.0
3854,zzz-222@628-pm9-zvf,Bainbridge Green,"Museums, Historical Sites, and Similar Institutions",712190,421010016001.0
3855,zzz-222@628-pnw-jvz,Tip Top Playground,Other Amusement and Recreation Industries,713990,421010142002.0
3856,zzw-223@628-pfw-rtv,Al Sham Restaurant Philadelphia,Restaurants and Other Eating Places,722511,421010240002.0
3857,zzw-223@628-pj9-c89,Polam,Automotive Repair and Maintenance,8111,421010285001.0
3858,zzw-223@628-pm4-mff,Ratchada Thai & Laos Cuisine,Restaurants and Other Eating Places,722511,421010024003.0
3859,zzw-227@628-pm4-m49,Pho Ga Thanh Thanh,Restaurants and Other Eating Places,722511,421010024005.0
3860,zzy-222@628-p75-66k,Regency Furniture Outlet,Furniture Stores,442110,421010348013.0
3861,zzy-222@628-p7w-q4v,Lucky Gift Shop,"Office Supplies, Stationery, and Gift Stores",453220,421010332001.0
3862,zzy-222@628-pg8-r6k,Dairy Fields,"Museums, Historical Sites, and Similar Institutions",712190,421019800001.0
3863,zzy-222@628-pm4-yvz,Bangin' Curry Franklin,Restaurants and Other Eating Places,722513,421010019003.0
3864,zzy-222@628-pmf-swk,Albert M Greenfield Library,Other Information Services,519120,421010012024.0
3865,zzy-22d@628-pmb-835,Mushroom & Company,Restaurants and Other Eating Places,722515,421010005001.0
3866,zzw-223@628-p9r-2c5,Social Security,Administration of Human Resource Programs,9231,421010346001.0
3867,zzw-223@628-pgh-bzf,Metro by T Mobile Authorized Dealer,Electronics and Appliance Stores,443142,421010201012.0
3868,zzw-223@628-pj6-n3q,Shoprite Pharmacy,Health and Personal Care Stores,446110,421010273001.0
3869,zzw-223@628-pm9-y9z,Hurricane Alley,Restaurants and Other Eating Places,722511,421010016001.0
3870,zzw-223@628-pmb-5vf,T Mobile Store,Wired and Wireless Telecommunications Carriers,517312,421010005001.0
3871,zzw-224@628-p7x-5s5,Games Workshop Cottman,"Sporting Goods, Hobby, and Musical Instrument Stores",451120,421010335002.0
3872,zzw-22c@628-pj8-87q,Levin Stephen S DO,Offices of Other Health Practitioners,621320,421010292002.0
3873,zzw-22t@628-pmf-mrk,Merrill Lynch,Other Financial Investment Activities,523930,421010004022.0
3874,zzw-22z@628-pmf-mp9,Corner Bakery Cafe,Restaurants and Other Eating Places,722513,421010004022.0
3875,zzy-222@628-pgy-n3q,Les Petits Cherubs Cathedral,Child Day Care Services,624410,421010220001.0
3876,zzy-222@628-pj3-tsq,Buckingham Animal Hospital,"Other Professional, Scientific, and Technical Services",541940,421010283007.0
3877,zzy-222@628-pnz-zj9,Sunoco,Gasoline Stations,447110,421010382002.0
3878,zzy-223@628-phz-w6k,Saint Joan Of Arc Church & Rectory,Religious Organizations,813110,421010188002.0
3879,zzy-224@628-pmb-d35,Big Gay Ice Cream,Restaurants and Other Eating Places,722515,421010011012.0
3880,zzy-225@628-pmf-mc5,Assembly,Drinking Places (Alcoholic Beverages),722410,421010003001.0
3881,zzz-222@628-pjb-9zz,Morris Estate Recreation Center,"Museums, Historical Sites, and Similar Institutions",712190,421010277001.0
3882,zzz-222@63s-dw8-gtv,Lot Park,"Museums, Historical Sites, and Similar Institutions",712190,421010055003.0
3883,zzw-223@628-p7z-r49,Wingstop,Restaurants and Other Eating Places,722513,421010309003.0
3884,zzw-224@628-pm5-q2k,Pet Valu,Other Miscellaneous Store Retailers,453910,421010372004.0
3885,zzw-224@63s-dvq-hh5,St George & Barnabas,Religious Organizations,813110,421010083013.0
3886,zzw-225@628-p7w-v4v,SNIPES,Shoe Stores,448210,421010334004.0
3887,zzw-225@628-pnz-zj9,Social Security,Administration of Human Resource Programs,9231,421010382002.0
3888,zzy-222@628-p8t-7dv,Joe Santucci's Original Square Pizza Bar & Grill,Restaurants and Other Eating Places,722511,421010362031.0
3889,zzy-222@628-pgc-wzf,Saladworks,Restaurants and Other Eating Places,722513,421010111001.0
3890,zzy-222@628-pmf-2rk,Union Baptist Church,Religious Organizations,813110,421010014001.0
3891,zzy-223@628-pmf-y7q,Cira Green,"Museums, Historical Sites, and Similar Institutions",712130,421010369003.0
